word,phonetic,definition_zh,definition_en,example,tags,audio_file
basically,[ˈbeisikəli],ad.基本上,,,sholvoir;cet4;exam;core,
basin,[ˈbeisn],n.盆，洗脸盆；盆地,,,sholvoir;cet4;exam;core,
basis,[ˈbeisis],n.基础，根据,,,sholvoir;cet4;exam;core,
basket,[bɑːskit],n.篮，篓，筐,,,sholvoir;cet4;exam;core,
basketball,[ˈbɑːskitbɔːl],n.篮球；篮球运动,,,sholvoir;cet4;exam;core,
bat,[bæt],n.球拍；短棍；蝙蝠,,,sholvoir;cet4;exam;core,
bath,[bɑːθ],n.浴，洗澡；浴缸,,,sholvoir;cet4;exam;core,
bathe,[beið],vt.给…洗澡；弄湿,,,sholvoir;cet4;exam;core,
bathroom,[ˈbɑːθruːm],n.浴室；盥洗室,,,sholvoir;cet4;exam;core,
battery,[ˈbætəri],n.电池；一套，一组,,,sholvoir;cet4;exam;core,
battle,[ˈbætl],n.战役；斗争 vi.作战,,,sholvoir;cet4;exam;core,
bay,[bei],n.湾；山脉中的凹处,,,sholvoir;cet4;exam;core,
be,[biː],aux.v.&vi.是，在，做,,,sholvoir;cet4;exam;core,
beach,[biːt∫],n.海滩，湖滩，河滩,,,sholvoir;cet4;exam;core,
beam,[biːm],n.梁；横梁；束，柱,,,sholvoir;cet4;exam;core,
bean,[biːn],n.豆，蚕豆,,,sholvoir;cet4;exam;core,
bear,[beə],n.熊；粗鲁的人,,,sholvoir;cet4;exam;core,
beard,[biəd],n.胡须，络腮胡子,,,sholvoir;cet4;exam;core,
beast,[biːst],n.兽，野兽；牲畜,,,sholvoir;cet4;exam;core,
beat,[biːt],vt.&vi.打，敲；打败,,,sholvoir;cet4;exam;core,
beautiful,[ˈbjuːtəful],a.美的，美丽的,,,sholvoir;cet4;exam;core,
beauty,[ˈbjuːti],n.美，美丽；美人,,,sholvoir;cet4;exam;core,
because,[biˈkɔz],conj.由于，因为,,,sholvoir;cet4;exam;core,
become,[biˈkʌm],vi.变成；成为，变得,,,sholvoir;cet4;exam;core,
bed,[bed],n.床，床位；圃；河床,,,sholvoir;cet4;exam;core,
bee,[biː],n.蜂，密蜂；忙碌的人,,,sholvoir;cet4;exam;core,
beef,[biːf],n.牛肉；菜牛,,,sholvoir;cet4;exam;core,
beer,[biə],n.啤酒,,,sholvoir;cet4;exam;core,
before,[biˈfɔː],prep.在…以前；向…,,,sholvoir;cet4;exam;core,
beg,[beg],vt.&vi.乞求；请求,,,sholvoir;cet4;exam;core,
beggar,[ˈbegə],n.乞丐，穷人,,,sholvoir;cet4;exam;core,
begin,[biˈgin],vi.开始 vt.开始,,,sholvoir;cet4;exam;core,
beginner,[biˈginə],n.初学者，生手,,,sholvoir;cet4;exam;core,
beginning,[biˈginiŋ],n.开始，开端；起源,,,sholvoir;cet4;exam;core,
behalf,[biˈhɑːf],n.利益，维护，支持,,,sholvoir;cet4;exam;core,
behave,[biˈheiv],vi.表现，举止；运转,,,sholvoir;cet4;exam;core,
behavior,[biˈheivjə],n.行为，举止，态度,,,sholvoir;cet4;exam;core,
behind,[biˈhaind],prep.在…后面,,,sholvoir;cet4;exam;core,
being,[ˈbiːiŋ],n.存在；生物；生命,,,sholvoir;cet4;exam;core,
belief,[biˈliːf],n.信任，相信；信念,,,sholvoir;cet4;exam;core,
believe,[biˈliːv],vt.相信；认为,,,sholvoir;cet4;exam;core,
bell,[bel],n.钟，铃，门铃；钟声,,,sholvoir;cet4;exam;core,
belong,[biˈlɔŋ],vi.属于，附属,,,sholvoir;cet4;exam;core,
beloved,[biˈlʌvid],a.为…的爱的 n.爱人,,,sholvoir;cet4;exam;core,
below,[biˈləu],prep.在…下面(以下),,,sholvoir;cet4;exam;core,
belt,[belt],n.带，腰带；皮带；区,,,sholvoir;cet4;exam;core,
bench,[bent∫],n.长凳，条凳；工作台,,,sholvoir;cet4;exam;core,
bend,[bend],vt.使弯曲 vi.弯曲,,,sholvoir;cet4;exam;core,
beneath,[biˈniːθ],prep.在…下方,,,sholvoir;cet4;exam;core,
beneficial,[beniˈfi∫əl],a.有利的，有益的,,,sholvoir;cet4;exam;core,
benefit,[ˈbenifit],n.利益；恩惠；津贴,,,sholvoir;cet4;exam;core,
berry,[ˈberi],n.浆果(如草莓等),,,sholvoir;cet4;exam;core,
beside,[biˈsaid],prep.在…旁边,,,sholvoir;cet4;exam;core,
besides,[biˈsaidz],ad.而且 prep.除…之外,,,sholvoir;cet4;exam;core,
best,[best],a.最好的；最大的,,,sholvoir;cet4;exam;core,
bet,[bet],vt.&vi.&n.打赌,,,sholvoir;cet4;exam;core,
betray,[biˈtrei],vt.背叛；辜负；泄漏,,,sholvoir;cet4;exam;core,
better,[ˈbetə],a.较好的 ad.更好地,,,sholvoir;cet4;exam;core,
between,[biˈtwiːn],prep.在…中间,,,sholvoir;cet4;exam;core,
beyond,[biˈjɔnd],prep.在…的那边,,,sholvoir;cet4;exam;core,
bible,[ˈbaibl],n.基督教《圣经》,,,sholvoir;cet4;exam;core,
bicycle,[ˈbaisikl],n.自行车，脚踏车,,,sholvoir;cet4;exam;core,
big,[big],a.大的，巨大的,,,sholvoir;cet4;exam;core,
bike,[baik],n.自行车 vi.骑自行车,,,sholvoir;cet4;exam;core,
bill,[bil],n.账单；招贴；票据,,,sholvoir;cet4;exam;core,
billion,[ˈbiljən],num.万亿(英),,,sholvoir;cet4;exam;core,
bind,[baind],vt.捆绑；包扎；装钉,,,sholvoir;cet4;exam;core,
biology,[baiˈɔlədʒi],n.生物学；生态学,,,sholvoir;cet4;exam;core,
bird,[bəːd],n.鸟，禽,,,sholvoir;cet4;exam;core,
birth,[bəːθ],n.分娩，出生；出身,,,sholvoir;cet4;exam;core,
birthday,[ˈbəːθdei],n.生日，诞生的日期,,,sholvoir;cet4;exam;core,
biscuit,[ˈbiskit],n.(英)饼干；(美)软饼,,,sholvoir;cet4;exam;core,
bit,[bit],n.一点，一些，小片,,,sholvoir;cet4;exam;core,
bite,[bait],vt.咬，叮，螫；剌穿,,,sholvoir;cet4;exam;core,
bitter,[ˈbitə],a.痛苦的；严寒的,,,sholvoir;cet4;exam;core,
bitterly,[ˈbitəli],ad.苦苦地；悲痛地,,,sholvoir;cet4;exam;core,
black,[blæk],a.黑色的；黑暗的,,,sholvoir;cet4;exam;core,
blackboard,[ˈblækbɔːd],n.黑板,,,sholvoir;cet4;exam;core,
blade,[bleid],n.刀刃，刀片；叶片,,,sholvoir;cet4;exam;core,
blame,[bleim],vt.责备，把…归咎于,,,sholvoir;cet4;exam;core,
blank,[blæŋk],a.空白的 n.空白,,,sholvoir;cet4;exam;core,
blanket,[ˈblæŋkit],n.毛毯，毯子，羊毛毯,,,sholvoir;cet4;exam;core,
blast,[blɑːst],n.爆炸，冲击波 vt.炸,,,sholvoir;cet4;exam;core,
blaze,[bleiz],n.火；闪光 vi.燃烧,,,sholvoir;cet4;exam;core,
bleed,[bliːd],vi.出血，流血；泌脂,,,sholvoir;cet4;exam;core,
blend,[blend],vt.&vi.&n.混和,,,sholvoir;cet4;exam;core,
bless,[bles],vt.为…祝福,,,sholvoir;cet4;exam;core,
blind,[blaind],a.瞎的；盲目的,,,sholvoir;cet4;exam;core,
block,[blɔk],n.街区 vt.堵塞，拦阻,,,sholvoir;cet4;exam;core,
blood,[blʌd],n.血，血液；血统,,,sholvoir;cet4;exam;core,
bloom,[bluːm],n.花；开花，开花期,,,sholvoir;cet4;exam;core,
blossom,[ˈblɔsəm],n.花，开花 vi.开花,,,sholvoir;cet4;exam;core,
blow,[bləu],vi.吹，吹动；吹响,,,sholvoir;cet4;exam;core,
blue,[bluː],a.蓝色的 n.蓝色,,,sholvoir;cet4;exam;core,
board,[bɔːd],n.板 vt.上(船、车等),,,sholvoir;cet4;exam;core,
boast,[bəust],vi.自夸 vt.吹嘘,,,sholvoir;cet4;exam;core,
boat,[bəut],n.小船，艇；渔船,,,sholvoir;cet4;exam;core,
body,[ˈbɔdi],n.身体；主体；尸体,,,sholvoir;cet4;exam;core,
boil,[bɔil],vi.沸腾；汽化 vt.煮沸,,,sholvoir;cet4;exam;core,
bold,[bəuld],a.大胆的；冒失的,,,sholvoir;cet4;exam;core,
bolt,[bəult],n.螺栓；插销 vt.闩门,,,sholvoir;cet4;exam;core,
bomb,[bɔm],n.炸弹 vt.轰炸,,,sholvoir;cet4;exam;core,
bond,[bɔnd],n.联结，联系；公债,,,sholvoir;cet4;exam;core,
bone,[bəun],n.骨，骨骼,,,sholvoir;cet4;exam;core,
book,[buk],n.书，书籍 vt.预定,,,sholvoir;cet4;exam;core,
boot,[buːt],n.靴子，长统靴,,,sholvoir;cet4;exam;core,
booth,[buːθ],n.货摊；公用电话亭,,,sholvoir;cet4;exam;core,
border,[ˈbɔːdə],n.边，边缘；边界,,,sholvoir;cet4;exam;core,
bore,[bɔː],vt.使厌烦；钻，挖,,,sholvoir;cet4;exam;core,
born,[bɔːn],a.天生的；出生的,,,sholvoir;cet4;exam;core,
borrow,[ˈbɔrəu],vt.借，借用，借人,,,sholvoir;cet4;exam;core,
bosom,[ˈbuzəm],n.胸，胸部；内心,,,sholvoir;cet4;exam;core,
boss,[bɔs],n.老板，上司 vt.指挥,,,sholvoir;cet4;exam;core,
both,[bəuθ],pron.两者(都),,,sholvoir;cet4;exam;core,
bother,[ˈbɔðə],vt.烦扰，迷惑 n.麻烦,,,sholvoir;cet4;exam;core,
bottle,[ˈbɔtl],n.瓶，酒瓶；一瓶,,,sholvoir;cet4;exam;core,
bottom,[ˈbɔtəm],n.底，底部，根基,,,sholvoir;cet4;exam;core,
bough,[bau],n.树枝,,,sholvoir;cet4;exam;core,
bounce,[bauns],vi.反跳，弹起；跳起,,,sholvoir;cet4;exam;core,
bound,[baund],a.一定的；有义务的,,,sholvoir;cet4;exam;core,
boundary,[ˈbaundəri],n.分界线，办界,,,sholvoir;cet4;exam;core,
bow,[bau],n.弓；蝴蝶结；鞠躬,,,sholvoir;cet4;exam;core,
bowl,[bəul],n.碗，钵；碗状物,,,sholvoir;cet4;exam;core,
box,[bɔks],n.箱，盒；包箱,,,sholvoir;cet4;exam;core,
boy,[bɔi],n.男孩，少年；家伙,,,sholvoir;cet4;exam;core,
brain,[brein],n.脑，脑髓；脑力,,,sholvoir;cet4;exam;core,
brake,[breik],n.闸，刹车 vi.制动,,,sholvoir;cet4;exam;core,
branch,[brɑːnt∫],n.树枝；分部；分科,,,sholvoir;cet4;exam;core,
brand,[brænd],n.商品；烙印 vt.铭刻,,,sholvoir;cet4;exam;core,
brandy,[ˈbrændi],n.白兰地酒,,,sholvoir;cet4;exam;core,
brass,[brɑːs],n.黄铜；黄铜器,,,sholvoir;cet4;exam;core,
brave,[breiv],a.勇敢的，华丽的,,,sholvoir;cet4;exam;core,
bread,[bred],n.面包；食物，粮食,,,sholvoir;cet4;exam;core,
breadth,[bredθ],n.宽度，幅度；幅面,,,sholvoir;cet4;exam;core,
break,[breik],vt.打破；损坏；破坏,,,sholvoir;cet4;exam;core,
breakfast,[ˈbrekfəst],n.早饭，早餐,,,sholvoir;cet4;exam;core,
breast,[brest],n.乳房；胸脯，胸膛,,,sholvoir;cet4;exam;core,
breath,[breθ],n.气息，呼吸；气味,,,sholvoir;cet4;exam;core,
breathe,[briːð],vi.呼吸 vt.呼吸,,,sholvoir;cet4;exam;core,
breed,[briːd],n.品种 vt.使繁殖,,,sholvoir;cet4;exam;core,
breeze,[briːz],n.微风，和风,,,sholvoir;cet4;exam;core,
brick,[brik],n.砖，砖块；砖状物,,,sholvoir;cet4;exam;core,
bridge,[bridʒ],n.桥，桥梁；桥牌,,,sholvoir;cet4;exam;core,
brief,[briːf],a.简短的；短暂的,,,sholvoir;cet4;exam;core,
bright,[brait],a.明亮的；聪明的,,,sholvoir;cet4;exam;core,
brighten,[ˈbraitn],vt.使发光；使快活,,,sholvoir;cet4;exam;core,
brilliant,[ˈbriljənt],a.光辉的；卓越的,,,sholvoir;cet4;exam;core,
brim,[brim],n.边，边缘；帽沿,,,sholvoir;cet4;exam;core,
bring,[briŋ],vt.带来；引出；促使,,,sholvoir;cet4;exam;core,
brisk,[brisk],a.活泼的；清新的,,,sholvoir;cet4;exam;core,
bristle,[ˈbrisl],n.短而硬的毛；鬃毛,,,sholvoir;cet4;exam;core,
britain,[ˈbritən],n.不列颠，英国,,,sholvoir;cet4;exam;core,
british,[ˈbriti∫],a.不列颠的，英联邦的,,,sholvoir;cet4;exam;core,
brittle,[ˈbritl],a.脆的；易损坏的,,,sholvoir;cet4;exam;core,
broad,[brɔːd],a.宽的，阔的；广泛的,,,sholvoir;cet4;exam;core,
broadcast,[ˈbrɔːdkɑːst],n.广播，播音,,,sholvoir;cet4;exam;core,
broken,[ˈbrəukən],a.被打碎的，骨折的,,,sholvoir;cet4;exam;core,
bronze,[brɔnz],n.青铜；青铜制品,,,sholvoir;cet4;exam;core,
brood,[bruːd],n.同窝幼鸟 vt.孵(蛋),,,sholvoir;cet4;exam;core,
brook,[bruk],n.小河，溪流,,,sholvoir;cet4;exam;core,
broom,[bruːm],n.扫帚,,,sholvoir;cet4;exam;core,
brother,[ˈbrʌðə],n.兄弟；同事，同胞,,,sholvoir;cet4;exam;core,
brow,[brau],n.额；眉，眉毛,,,sholvoir;cet4;exam;core,
brown,[braun],n.褐色，棕色,,,sholvoir;cet4;exam;core,
bruise,[bruːz],n.青肿，伤痕；擦伤,,,sholvoir;cet4;exam;core,
brush,[brʌ∫],n.刷子，毛刷；画笔,,,sholvoir;cet4;exam;core,
brute,[bruːt],n.禽兽，畜生,,,sholvoir;cet4;exam;core,
bubble,[ˈbʌbl],n.泡 vi.冒泡，沸腾,,,sholvoir;cet4;exam;core,
bucket,[ˈbʌkit],n.水桶；吊桶；铲斗,,,sholvoir;cet4;exam;core,
bud,[bʌd],n.芽，萌芽；蓓蕾,,,sholvoir;cet4;exam;core,
build,[bild],vt.建筑；建立；创立,,,sholvoir;cet4;exam;core,
building,[ˈbildiŋ],n.建筑物，大楼；建筑,,,sholvoir;cet4;exam;core,
bulb,[bʌlb],n.电灯泡；球状物,,,sholvoir;cet4;exam;core,
bulk,[bʌlk],n.物体，容积，大批,,,sholvoir;cet4;exam;core,
bull,[bul],n.公牛；雄的象,,,sholvoir;cet4;exam;core,
bullet,[ˈbulit],n.枪弹，子弹，弹丸,,,sholvoir;cet4;exam;core,
bunch,[bʌnt∫],n.束，球，串；一群,,,sholvoir;cet4;exam;core,
bundle,[ˈbʌndl],n.捆，包，束；包袱,,,sholvoir;cet4;exam;core,
burden,[ˈbəːdn],n.担子，重担；装载量,,,sholvoir;cet4;exam;core,
bureau,[bjuəˈrəu],n.局，司，处；社，所,,,sholvoir;cet4;exam;core,
burn,[bəːn],vi.烧，燃烧 n.烧伤,,,sholvoir;cet4;exam;core,
burst,[bəːst],vt.使爆裂 vi.&n.爆炸,,,sholvoir;cet4;exam;core,
bury,[ˈberi],vt.埋葬，葬；埋藏,,,sholvoir;cet4;exam;core,
bus,[bʌs],n.公共汽车,,,sholvoir;cet4;exam;core,
bush,[bu∫],n.灌木，灌木丛，矮树,,,sholvoir;cet4;exam;core,
business,[ˈbiznis],n.商业，生意；事务,,,sholvoir;cet4;exam;core,
busy,[ˈbizi],a.忙的，繁忙的,,,sholvoir;cet4;exam;core,
but,[bʌt],conj.但是，可是,,,sholvoir;cet4;exam;core,
butcher,[ˈbut∫ə],n.屠夫；屠杀者,,,sholvoir;cet4;exam;core,
butter,[ˈbʌtə],n.黄油；奶油,,,sholvoir;cet4;exam;core,
butterfly,[ˈbʌtəflai],n.蝴蝶,,,sholvoir;cet4;exam;core,
button,[ˈbʌtn],n.扣子；按钮 vt.扣紧,,,sholvoir;cet4;exam;core,
buy,[bai],vt.买，购买 vi.买,,,sholvoir;cet4;exam;core,
by,[bai],prep.在…旁；被，由,,,sholvoir;cet4;exam;core,
c,,,,,sholvoir;cet4;exam;core,
cabbage,[ˈkæbidʒ],n.洋白菜，卷心菜,,,sholvoir;cet4;exam;core,
cabin,[ˈkæbin],n.小屋；船舱，机舱,,,sholvoir;cet4;exam;core,
cabinet,[ˈkæbinit],n.橱，柜；内阁,,,sholvoir;cet4;exam;core,
cable,[ˈkeibl],n.缆，索；电缆；电报,,,sholvoir;cet4;exam;core,
cafe,[ˈkæfei],n.咖啡馆；小餐厅,,,sholvoir;cet4;exam;core,
cafeteria,[ˈkæfiˈtiəriə],n.自助食堂,,,sholvoir;cet4;exam;core,
cage,[keidʒ],n.笼；鸟笼，囚笼,,,sholvoir;cet4;exam;core,
cake,[keik],n.饼，糕，蛋糕,,,sholvoir;cet4;exam;core,
calculate,[ˈkælkjuleit],vt.计算；估计；计划,,,sholvoir;cet4;exam;core,
calculation,[ˌkælkjuˈlei∫ən],n.计算，计算结果,,,sholvoir;cet4;exam;core,
calculator,[ˈkælkjuleitə],n.计算器，计算者,,,sholvoir;cet4;exam;core,
calendar,[ˈkælində],n.日历，历书；历法,,,sholvoir;cet4;exam;core,
call,[kɔːl],vt.把…叫做；叫，喊,,,sholvoir;cet4;exam;core,
calm,[kɑːm],a.静的，平静的,,,sholvoir;cet4;exam;core,
camel,[ˈkæməl],n.骆驼,,,sholvoir;cet4;exam;core,
camera,[ˈkæmərə],n.照相机，摄影机,,,sholvoir;cet4;exam;core,
camp,[kæmp],n.野营，营地，兵营,,,sholvoir;cet4;exam;core,
campaign,[kæmˈpein],n.战役；运动,,,sholvoir;cet4;exam;core,
campus,[ˈkæmpəs],n.校园，学校场地,,,sholvoir;cet4;exam;core,
can,[kæn],aux.v.能，会，可能,,,sholvoir;cet4;exam;core,
canada,[ˈkænədə],n.加拿大,,,sholvoir;cet4;exam;core,
canadian,[kəˈneidjən],a.加拿大的,,,sholvoir;cet4;exam;core,
canal,[kəˈnæl],n.运河；沟渠；管,,,sholvoir;cet4;exam;core,
cancel,[ˈkænsəl],vt.取消，撤消；删去,,,sholvoir;cet4;exam;core,
cancer,[ˈkænsə],n.癌，癌症，肿瘤,,,sholvoir;cet4;exam;core,
candidate,[ˈkændidit],n.候选人；投考者,,,sholvoir;cet4;exam;core,
candle,[ˈkændl],n.蜡烛；烛形物；烛光,,,sholvoir;cet4;exam;core,
candy,[ˈkændi],n.糖果；砂糖结晶,,,sholvoir;cet4;exam;core,
cannon,[ˈkænən],n.大炮，火炮；榴弹炮,,,sholvoir;cet4;exam;core,
canoe,[kəˈnuː],n.独木舟，皮艇，划子,,,sholvoir;cet4;exam;core,
canteen,[kænˈtiːn],n.小卖部；临时餐室,,,sholvoir;cet4;exam;core,
canvas,[ˈkænvəs],n.粗帆布；一块油画布,,,sholvoir;cet4;exam;core,
cap,[kæp],n.帽子，便帽；帽状物,,,sholvoir;cet4;exam;core,
capable,[ˈkeipəbl],a.有能力的，有才能的,,,sholvoir;cet4;exam;core,
capacity,[kəˈpæsiti],n.容量；能力；能量,,,sholvoir;cet4;exam;core,
capital,[ˈkæpitəl],n.资本，资金；首都,,,sholvoir;cet4;exam;core,
captain,[ˈkæptin],n.陆军上尉；队长,,,sholvoir;cet4;exam;core,
captive,[ˈkæptiv],n.俘虏，被监禁的人,,,sholvoir;cet4;exam;core,
capture,[ˈkæpt∫ə],vt.捕获，俘获；夺得,,,sholvoir;cet4;exam;core,
car,[kɑː],n.汽车，小汽车，轿车,,,sholvoir;cet4;exam;core,
carbon,[ˈkɑːbən],n.碳,,,sholvoir;cet4;exam;core,
card,[kɑːd],n.卡，卡片，名片,,,sholvoir;cet4;exam;core,
care,[keə],vi.关心，介意 n.小心,,,sholvoir;cet4;exam;core,
career,[kəˈriə],n.生涯，职业，经历,,,sholvoir;cet4;exam;core,
careful,[ˈkeəful],a.仔细的；细致的,,,sholvoir;cet4;exam;core,
careless,[ˈkeəlis],a.粗心的，漫不经心的,,,sholvoir;cet4;exam;core,
cargo,[ˈkɑːgəu],n.船货，货物,,,sholvoir;cet4;exam;core,
carpenter,[ˈkɑːpintə],n.木工，木匠,,,sholvoir;cet4;exam;core,
carpet,[ˈkɑːpit],n.地毯，毡毯，毛毯,,,sholvoir;cet4;exam;core,
carriage,[ˈkæridʒ],n.客车厢；四轮马车,,,sholvoir;cet4;exam;core,
carrier,[ˈkæriə],n.运输工具；运载工具,,,sholvoir;cet4;exam;core,
carrot,[ˈkærət],n.胡罗卜,,,sholvoir;cet4;exam;core,
carry,[ˈkæri],vt.携带；运载；传送,,,sholvoir;cet4;exam;core,
cart,[kɑːt],n.二轮运货马车,,,sholvoir;cet4;exam;core,
carve,[kɑːv],vt.刻，雕刻；切开,,,sholvoir;cet4;exam;core,
case,[keis],n.情况；事实；病例,,,sholvoir;cet4;exam;core,
cash,[kæ∫],n.现金，现款,,,sholvoir;cet4;exam;core,
cassette,[kɑːˈset],n.盒式录音带；盒子,,,sholvoir;cet4;exam;core,
cast,[kɑːst],vt.投，扔，抛；浇铸,,,sholvoir;cet4;exam;core,
castle,[ˈkæsl],n.城堡；巨大建筑物,,,sholvoir;cet4;exam;core,
casual,[ˈkæʒuəl],a.偶然的；随便的,,,sholvoir;cet4;exam;core,
cat,[kæt],n.猫，猫科，猫皮,,,sholvoir;cet4;exam;core,
catalog,[ˈkætəlɔg],n.目录，目录册,,,sholvoir;cet4;exam;core,
catch,[kæt∫],vt.捉住；赶上；领会,,,sholvoir;cet4;exam;core,
cathedral,[kəˈθiːdrəl],n.总教堂；大教堂,,,sholvoir;cet4;exam;core,
cattle,[ˈkætl],n.牛；牲口，家畜,,,sholvoir;cet4;exam;core,
cause,[kɔːz],n.原因，理由；事业,,,sholvoir;cet4;exam;core,
cave,[keiv],n.山洞，洞穴，窑洞,,,sholvoir;cet4;exam;core,
cease,[siːs],vi.&vi.&n.停止，停息,,,sholvoir;cet4;exam;core,
ceiling,[ˈsiːliŋ],n.天花板，顶蓬,,,sholvoir;cet4;exam;core,
celebrate,[ˈselibreit],vt.庆祝；歌颂，赞美,,,sholvoir;cet4;exam;core,
cell,[sel],n.细胞；小房间,,,sholvoir;cet4;exam;core,
cellar,[ˈselə],n.地窑，地下室,,,sholvoir;cet4;exam;core,
cement,[siˈment],n.水泥；胶泥 vt.粘结,,,sholvoir;cet4;exam;core,
cent,[sent],n.分；分币；百,,,sholvoir;cet4;exam;core,
centigrade,[ˈsentigreid],a.百分度的,,,sholvoir;cet4;exam;core,
centimetre,[ˈsentiˌmiːtə],n.公分，厘米,,,sholvoir;cet4;exam;core,
central,[ˈsentr(ə)l],a.中心的；主要的,,,sholvoir;cet4;exam;core,
centre,[ˈsentə],n.中心；中枢 vt.集中,,,sholvoir;cet4;exam;core,
century,[ˈsent∫uri],n.世纪，百年,,,sholvoir;cet4;exam;core,
ceremony,[ˈseriməni],n.典礼，仪式；礼节,,,sholvoir;cet4;exam;core,
certain,[ˈsəːtən],a.确实的；肯定的,,,sholvoir;cet4;exam;core,
certainly,[ˈsəːtənli],ad.一定，必定；当然,,,sholvoir;cet4;exam;core,
certainty,[ˈsəːtənti],n.必然；肯定,,,sholvoir;cet4;exam;core,
certificate,[səˈtifikit],n.证书，证件，执照,,,sholvoir;cet4;exam;core,
chain,[t∫ein],n.链，链条，项圈,,,sholvoir;cet4;exam;core,
chair,[t∫eə],n.椅子；主席,,,sholvoir;cet4;exam;core,
chairman,[ˈt∫eəmən],n.主席；议长，会长,,,sholvoir;cet4;exam;core,
chalk,[t∫ɔːk],n.白垩；粉笔,,,sholvoir;cet4;exam;core,
challenge,[ˈt∫ælindʒ],n.挑战；要求，需要,,,sholvoir;cet4;exam;core,
chamber,[ˈt∫eimbə],n.会议室；房间；腔,,,sholvoir;cet4;exam;core,
champion,[ˈt∫æmpjən],n.冠军，得胜者,,,sholvoir;cet4;exam;core,
chance,[t∫ɑːns],n.机会，机遇；可能性,,,sholvoir;cet4;exam;core,
change,[t∫eindʒ],n.改变，变化；零钱,,,sholvoir;cet4;exam;core,
channel,[ˈt∫ænl],n.海峡；渠道；频道,,,sholvoir;cet4;exam;core,
chapter,[ˈt∫æptə],n.章，回，篇,,,sholvoir;cet4;exam;core,
character,[ˈkæriktə],n.性格；特性；角色,,,sholvoir;cet4;exam;core,
characteristic,[ˌkæriktəˈristik],a.特有的 n.特性,,,sholvoir;cet4;exam;core,
charge,[t∫ɑːdʒ],vt.索价；控告 n.费用,,,sholvoir;cet4;exam;core,
charity,[ˈt∫æriti],n.施舍；慈善事业,,,sholvoir;cet4;exam;core,
charming,[ˈt∫ɑːmiŋ],a.迷人的，可爱的,,,sholvoir;cet4;exam;core,
chart,[t∫ɑːt],n.图，图表；海图,,,sholvoir;cet4;exam;core,
chase,[t∫eis],n.追逐，追赶，追求,,,sholvoir;cet4;exam;core,
cheap,[t∫iːp],a.廉价的；劣质的,,,sholvoir;cet4;exam;core,
cheat,[t∫iːt],vt.骗取；哄 vi.行骗,,,sholvoir;cet4;exam;core,
check,[t∫ek],vt.检查；制止 n.检查,,,sholvoir;cet4;exam;core,
cheek,[t∫iːk],n.面颊，脸蛋,,,sholvoir;cet4;exam;core,
cheer,[t∫iə],vt.使振作；欢呼,,,sholvoir;cet4;exam;core,
cheerful,[ˈt∫iəful],a.快乐的，愉快的,,,sholvoir;cet4;exam;core,
cheese,[t∫iːz],n.乳酪，干酪,,,sholvoir;cet4;exam;core,
chemical,[ˈkemikəl],a.化学的 n.化学制品,,,sholvoir;cet4;exam;core,
chemist,[ˈkemist],n.化学家；药剂师,,,sholvoir;cet4;exam;core,
chemistry,[ˈkemistri],n.化学,,,sholvoir;cet4;exam;core,
cheque,[t∫ek],n.支票,,,sholvoir;cet4;exam;core,
cherry,[ˈt∫eri],n.樱桃；樱桃树,,,sholvoir;cet4;exam;core,
chess,[t∫es],n.棋；国际象棋,,,sholvoir;cet4;exam;core,
chest,[t∫est],n.胸腔，胸膛；箱子,,,sholvoir;cet4;exam;core,
chew,[t∫uː],vt.咀嚼，嚼碎,,,sholvoir;cet4;exam;core,
chicken,[ˈt∫ikin],n.小鸡，小鸟；鸡肉,,,sholvoir;cet4;exam;core,
chief,[t∫iːf],a.主要的；首席的,,,sholvoir;cet4;exam;core,
child,[t∫aild],n.小孩，儿童；儿子,,,sholvoir;cet4;exam;core,
childhood,[ˈt∫aildhud],n.童年，幼年；早期,,,sholvoir;cet4;exam;core,
childish,[ˈt∫aildi∫],a.孩子的；幼稚的,,,sholvoir;cet4;exam;core,
chill,[t∫il],vt.使变冷 n.寒冷,,,sholvoir;cet4;exam;core,
chimney,[ˈt∫imni],n.烟囱，烟筒；玻璃罩,,,sholvoir;cet4;exam;core,
chin,[t∫in],n.颏，下巴,,,sholvoir;cet4;exam;core,
china,[ˈt∫ainə],n.中国,,,sholvoir;cet4;exam;core,
chinese,[ˈt∫aiˈniːz],a.中国的 n.中国人,,,sholvoir;cet4;exam;core,
chocolate,[ˈt∫ɔkəlit],n.巧克力；巧克力糖,,,sholvoir;cet4;exam;core,
choice,[t∫ɔis],n.选择，抉择,,,sholvoir;cet4;exam;core,
choke,[t∫əuk],vt.使窒息；塞满,,,sholvoir;cet4;exam;core,
choose,[t∫uːz],vt.选择，挑选；情愿,,,sholvoir;cet4;exam;core,
chop,[t∫ɔp],vt.砍，劈；切细 vi.砍,,,sholvoir;cet4;exam;core,
christian,[ˈkristjən],n.基督教徒；信徒,,,sholvoir;cet4;exam;core,
christmas,[ˈkrisməs],n.圣诞节,,,sholvoir;cet4;exam;core,
church,[t∫əːt∫],n.教堂，礼拜堂；教会,,,sholvoir;cet4;exam;core,
cigarette,[sigəˈret],n.香烟，纸烟，卷烟,,,sholvoir;cet4;exam;core,
cinema,[ˈsinimə],n.电影院；电影，影片,,,sholvoir;cet4;exam;core,
circle,[ˈsəːkl],n.圆，圆周；圈子,,,sholvoir;cet4;exam;core,
