word,phonetic,definition_zh,definition_en,example,tags,audio_file
barefoot,/ˈbɛɹfʊt/,,Wearing nothing on the feet.,"After taking off their shoes, socks and sandals at the doorway, the kids were barefoot.",basic;dale-chall;pos:adjective,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/barefoot.mp3
bark,/bɑɹk/,,"The short, loud, explosive sound uttered by a dog, a fox, and some other animals.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bark.mp3
barn,[bɑːn],,"A building, often found on a farm, used for storage or keeping animals such as cattle.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/barn.mp3
barrel,/ˈbæɹəl/,,"A round vessel or cask, of greater length than breadth, and bulging in the middle, made of staves bound with hoops, and having flat ends or heads. Sometimes applied to a similar cylindrical container made of metal, usually called a drum.",a cracker barrel,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/barrel.mp3
base,/beɪs/,,Something from which other things extend; a foundation.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/base.mp3
baseball,/ˈbeɪs.bɑl/,,"A sport common in North America, the Caribbean, and Japan, in which the object is to strike a ball so that one of a nine-person team can run counter-clockwise among four bases, resulting in the scoring of a run. The team with the most runs after termination of play, usually nine innings, wins.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/baseball.mp3
basement,/ˈbeɪsmənt/,,A floor of a building below ground level.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/basement.mp3
basket,/ˈbæskɪt/,,"A lightweight container, generally round, open at the top, and tapering toward the bottom.",A basket of fake fruit adorned the table.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/basket.mp3
bat,/bæt/,,"Any of the flying mammals of the order Chiroptera, usually small and nocturnal, insectivorous or frugivorous.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bat.mp3
batch,/bæt͡ʃ/,,The quantity of bread or other baked goods baked at one time.,We made a batch of cookies to take to the party.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/batch.mp3
bath,[bæθ⁓bɛəθ⁓beəθ],,A tub or pool which is used for bathing: bathtub.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bath.mp3
bathe,/beɪð/,,"The act of swimming or bathing, especially in the sea, a lake, or a river; a swimming bath.",I'm going to have a midnight bathe tonight.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bathe.mp3
bathing,/ˈbeɪˌðɪŋ(ɡ)/,,"To clean oneself by immersion in water or using water; to take a bath, have a bath.",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bathing.mp3
bathroom,/ˈbæθ.ɹuːm/,,"A room containing a shower and/or bathtub, and (typically but not necessarily) a toilet.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bathroom.mp3
battle,/ˈbætl̩/,,"A contest, a struggle.",the battle of life,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/battle.mp3
bay,/beɪ/,,A berry.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bay.mp3
beach,/bit͡ʃ/,,"The shore of a body of water, especially when sandy or pebbly.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beach.mp3
bead,/biːd/,,"Prayer, later especially with a rosary.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bead.mp3
beam,/biːm/,,"Any large piece of timber or iron long in proportion to its thickness, and prepared for use.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beam.mp3
bean,/biːn/,,A reusable software component written in Java.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bean.mp3
bear,/bɑɹ/,,"A large omnivorous mammal, related to the dog and raccoon, having shaggy hair, a very small tail, and flat feet; a member of family Ursidae.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bear.mp3
beard,/biɚd/,,"Facial hair on the chin, cheeks, jaw and neck.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beard.mp3
beast,/biːst/,,"Any animal other than a human; usually only applied to land vertebrates, especially large or dangerous four-footed ones.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beast.mp3
beat,/biːt/,,A stroke; a blow.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beat.mp3
beating,/ˈbiːtɪŋ/,,To hit; strike,"As soon as she heard that her father had died, she went into a rage and beat the wall with her fists until her knuckles bled.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beating.mp3
beautiful,/ˈbjuːtɪfəl/,,Someone who is beautiful. Can be used as a term of address.,"Hey, beautiful!",basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beautiful.mp3
beauty,/ˈbjuɾi/,,"The quality of being (especially visually) attractive, pleasing, fine or good-looking; comeliness.","1988, ""… beauty and recollection, like danger, glamour, greed, hunger- everything but disappointment and desire- were concepts belonging to other people.” -Second Son, Robert Ferro",basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beauty.mp3
became,/bɪˈkeɪm/,,"To arrive, come (to a place).",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/became.mp3
because,/bɪˈkɒz/,,For the reason (that).,,basic;dale-chall;pos:adverb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/because.mp3
become,/biˈkʌm/,,"To arrive, come (to a place).",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/become.mp3
becoming,/bəˈkʌmɪŋ/,,"To arrive, come (to a place).",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/becoming.mp3
bed,/bɛd/,,"A piece of furniture, usually flat and soft, on which to rest or sleep.",My cat often sleeps on my bed. I keep a glass of water next to my bed when I sleep.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bed.mp3
bedroom,/ˈbɛdɹʊm/,,A room in a house where a bed is kept for sleeping.,Please don't enter my bedroom without knocking.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bedroom.mp3
bedtime,/ˈbɛdtaɪm/,,The time or hour at which one retires to bed in order to sleep.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bedtime.mp3
bee,/ˈbiː/,,"A flying insect, of the clade Anthophila within the hymenopteran superfamily Apoidea, known for its organised societies (though only a minority have them), for collecting pollen and (in some species) producing wax and honey.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bee.mp3
beech,/biːt͡ʃ/,,"A tree of the genus Fagus having a smooth, light grey trunk, oval, pointed leaves and many branches.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beech.mp3
beef,/biːf/,,"The meat from a cow, bull or other bovine.",I love eating beef.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beef.mp3
beehive,/ˈbiːhaɪv/,,A 12- to 13-year-old participant in the Young Women organization of the LDS Church.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beehive.mp3
been,/bɛn/,,"A flying insect, of the clade Anthophila within the hymenopteran superfamily Apoidea, known for its organised societies (though only a minority have them), for collecting pollen and (in some species) producing wax and honey.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/been.mp3
beer,/bɪɹ/,,"An alcoholic drink fermented from starch material, commonly barley malt, often with hops or some other substance to impart a bitter flavor.",Beer is brewed all over the world.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beer.mp3
before,/biˈfɔɹ/,,At an earlier time.,I've never done this before.,basic;dale-chall;pos:adverb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/before.mp3
beg,/bɛɡ/,,The act of begging; an imploring request.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beg.mp3
began,/bɪˈɡæn/,,"To start, to initiate or take the first step into something.","I began playing the piano at the age of five. Now that everyone is here, we should begin the presentation.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/began.mp3
beggar,/ˈbɛɡɚ/,,A person who begs.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beggar.mp3
begged,/bɛɡd/,,"To request the help of someone, often in the form of money.",He begged on the street corner from passers-by.,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/begged.mp3
begin,/biˈɡɪn/,,Beginning; start.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/begin.mp3
beginning,/bɪˈɡɪn.ɪŋ/,,"The act of doing that which begins anything; commencement of an action, state, or space of time; entrance into being or upon a course; the first act, effort, or state of a succession of acts or states.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beginning.mp3
begun,/bɪˈɡʌn/,,"To start, to initiate or take the first step into something.","I began playing the piano at the age of five. Now that everyone is here, we should begin the presentation.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/begun.mp3
behave,/bəˈheɪv/,,"To conduct (oneself) well, or in a given way.","You need to behave yourself, young lady.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/behave.mp3
behind,/bəˈhaɪnd/,,"The rear, back-end",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/behind.mp3
being,/ˈbiŋ/,,A living creature.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/being.mp3
believe,/bi-/,,"To accept as true, particularly without absolute certainty (i.e., as opposed to knowing)",I believe there are faeries.,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/believe.mp3
bell,/bɛl/,,"A percussive instrument made of metal or other hard material, typically but not always in the shape of an inverted cup with a flared rim, which resonates when struck.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bell.mp3
belong,/bɪˈlɔŋ/,,To have its proper place.,Where does this document belong?,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/belong.mp3
below,/bəˈloʊ/,,In a lower place.,,basic;dale-chall;pos:adverb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/below.mp3
belt,/bɛlt/,,"A band worn around the waist to hold clothing to one's body (usually pants), hold weapons (such as a gun or sword), or serve as a decorative piece of clothing.","As part of the act, the fat clown's belt broke, causing his pants to fall down.",basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/belt.mp3
bench,/bɛntʃ/,,"A long seat with or without a back, found for example in parks and schools.",They sat on a park bench and tossed bread crumbs to the ducks and pigeons.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bench.mp3
bend,/bɛnd/,,A curve.,There's a sharp bend in the road ahead.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bend.mp3
beneath,/bɪˈniːθ/,,Below or underneath.,,basic;dale-chall;pos:adverb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beneath.mp3
bent,/bɛnt/,,"To cause (something) to change its shape into a curve, by physical force, chemical action, or any other means.",Don’t bend your knees.,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bent.mp3
berry,/ˈbɛɹi/,,"A small succulent fruit, of any one of many varieties.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/berry.mp3
beside,/biˈsaɪd/,,Otherwise; else.,,basic;dale-chall;pos:adverb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/beside.mp3
besides,/biˈsaɪdz/,,Also; in addition.,,basic;dale-chall;pos:adverb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/besides.mp3
best,/ˈbɛst/,,"The supreme effort one can make, or has made.",I did my best.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/best.mp3
bet,/ˈbɛt/,,"A wager, an agreement between two parties that a stake (usually money) will be paid by the loser to the winner (the winner being the one who correctly forecast the outcome of an event).",Dylan owes Fletcher $30 from an unsuccessful bet.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bet.mp3
better,[ˈbɛɾɚ],,"An entity, usually animate, deemed superior to another; one who has a claim to precedence; a superior.",He quickly found Ali his better in the ring.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/better.mp3
between,/bəˈtwin/,,"A kind of needle, shorter than a sharp, with a small rounded eye, used for making fine stitches on heavy fabrics.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/between.mp3
bib,/bɪb/,,An item of clothing for people (especially babies) tied around their neck to protect their clothes from getting dirty when eating.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bib.mp3
bible,/ˈbaɪbəl/,,An exemplar of the Bible.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bible.mp3
bicycle,/ˈbaɪsɪkl̩/,,"A vehicle that has two wheels, one behind the other, a steering handle, and a saddle seat or seats and is usually propelled by the action of a rider’s feet upon pedals.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bicycle.mp3
bid,/bɪd/,,To issue a command; to tell.,He bade me come in.,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bid.mp3
big,/bɪɡ/,,Someone or something that is large in stature,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/big.ogg
bigger,/ˈbɪɡɚ/,,"Of great size, large.","Elephants are big animals, and they eat a lot.",basic;dale-chall;pos:adjective,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bigger.mp3
bill,/bɪl/,,"Any of various bladed or pointed hand weapons, originally designating an Anglo-Saxon sword, and later a weapon of infantry, especially in the 14th and 15th centuries, commonly consisting of a broad, heavy, double-edged, hook-shaped blade, with a short pike at the back and another at the top, attached to the end of a long staff.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bill.mp3
bin,/bin/,,"A box, frame, crib, or enclosed place, used as a storage container.",a corn bin; a wine bin; a coal bin,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bin.mp3
bind,/baɪnd/,,That which binds or ties.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bind.mp3
bird,/bɝd/,,"A member of the class of animals Aves in the phylum Chordata, characterized by being warm-blooded, having feathers and wings usually capable of flight, and laying eggs.",Ducks and sparrows are birds.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bird.mp3
birth,/bɝθ/,,The process of childbearing; the beginning of life.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/birth.mp3
birthday,/ˈbɝθˌdeɪ/,,The anniversary of the day on which someone is born.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/birthday.mp3
biscuit,/ˈbɪskɪt/,,"(rare in the US) A small, flat, baked good which is either hard and crisp or else soft but firm: a cookie.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/biscuit.mp3
bit,/bɪt/,,A piece of metal placed in a horse's mouth and connected to the reins to direct the animal.,A horse hates having a bit put in its mouth.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bit.mp3
bite,/baɪt/,,The act of biting.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bite.mp3
bitter,/ˈbɪtəɹ/,,"(usually in the plural bitters) A liquid or powder, made from bitter herbs, used in mixed drinks or as a tonic.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bitter.mp3
black,/blak/,,"The colour/color perceived in the absence of light, but also when no light is reflected, but rather absorbed.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/black.mp3
blackberry,/ˈblækbeɹi/,,A fruit-bearing shrub of the species Rubus fruticosus and some hybrids.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blackberry.mp3
blackbird,/ˈblækˌbɚd/,,"A common true thrush, Turdus merula, found in woods and gardens over much of Eurasia, and introduced elsewhere.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blackbird.mp3
blackboard,/ˈblækboɹd/,,"A large flat surface, finished with black slate or a similar material, that can be written upon with chalk and subsequently erased; a chalkboard.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blackboard.mp3
blacksmith,/ˈblæk.smɪθ/,,A person who forges iron.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blacksmith.mp3
blame,/bleɪm/,,Censure.,Blame came from all directions.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blame.mp3
blank,/blæŋk/,,"A small French coin, originally of silver, afterwards of copper, worth 5 deniers; also a silver coin of Henry V current in the parts of France then held by the English, worth about 8 pence .",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blank.mp3
blanket,/ˈblæŋkɪt/,,"A heavy, loosely woven fabric, usually large and woollen, used for warmth while sleeping or resting.","The baby was cold, so his mother put a blanket over him.",basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blanket.mp3
blast,/blɑːst/,,A violent gust of wind.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blast.mp3
blaze,/bleɪz/,,"A fire, especially a fast-burning fire producing a lot of flames and light.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blaze.mp3
bless,/blɛs/,,"To make something holy by religious rite, sanctify.",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bless.mp3
blessing,/ˈblɛs.ɪŋ/,,"To make something holy by religious rite, sanctify.",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blessing.mp3
blew,/bluː/,,To produce an air current.,,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blew.mp3
blind,/blaɪnd/,,A covering for a window to keep out light. The covering may be made of cloth or of narrow slats that can block light or allow it to pass.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blind.mp3
block,/blɑk/,,"A substantial, often approximately cuboid, piece of any substance.",a block of ice,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/block.mp3
blood,/blʌd/,,A member of the Los Angeles gang The Bloods.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blood.mp3
bloom,/bluːm/,,A blossom; the flower of a plant; an expanded bud.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bloom.mp3
blossom,/ˈblɒ.səm/,,"A flower, especially one indicating that a fruit tree is fruiting; a mass of such flowers.",The blossom has come early this year.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blossom.mp3
blot,/blɑt/,,"A blemish, spot or stain made by a coloured substance.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blot.mp3
blow,/bloʊ/,,A strong wind.,We're having a bit of a blow this afternoon.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blow.mp3
blue,/blu/,,"The colour of the clear sky or the deep sea, between green and violet in the visible spectrum, and one of the primary additive colours for transmitted light; the colour obtained by subtracting red and green from white light using magenta and cyan filters; or any colour resembling this.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blue.mp3
blueberry,/ˈblu.ˌbɛ.ɹi/,,"An edible round berry, belonging to the cowberry group (Vaccinium sect. Cyanococcus), with flared crowns at the end, that turns blue on ripening.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blueberry.mp3
blush,/blʌʃ/,,"An act of blushing; a red glow on the face caused by shame, modesty, etc.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/blush.mp3
boast,/boʊst/,,A brag; ostentatious positive appraisal of oneself.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boast.mp3
boat,/boʊt/,,"A craft used for transportation of goods, fishing, racing, recreational cruising, or military use on or in the water, propelled by oars or outboard motor or inboard motor or by wind.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boat.mp3
bob,/bɒb/,,A bobbing motion; a quick up and down movement.,a bob of the head,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bob.mp3
body,/ˈbɑdi/,,Physical frame.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/body.mp3
boil,/bɔɪl/,,"A localized accumulation of pus in the skin, resulting from infection.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boil.mp3
bold,/boʊld/,,A dwelling; habitation; building.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bold.mp3
bone,/ˈboʊn/,,A composite material consisting largely of calcium phosphate and collagen and making up the skeleton of most vertebrates.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bone.mp3
bonnet,/ˈbɑn.ɪt/,,"A type of hat, once worn by women or children, held in place by ribbons tied under the chin.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bonnet.mp3
boo,/buː/,,A derisive shout made to indicate disapproval.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boo.mp3
book,/buːk/,,"A collection of sheets of paper bound together to hinge at one edge, containing printed or written material, pictures, etc.",He was frustrated because he couldn't find anything about dinosaurs in the book.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/book.mp3
boom,/buːm/,,"A low-pitched, resonant sound, such as of an explosion.",The boom of the surf.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boom.mp3
boot,/but/,,A heavy shoe that covers part of the leg.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boot.mp3
born,/ˈbɔɹn/,,"To carry or convey, literally or figuratively.","Judging from the look on his face, he wasn't bearing good news.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/born.mp3
borrow,/ˈbɑɹoʊ/,,Deviation of the path of a rolling ball from a straight line; slope; slant.,This putt has a big left-to right borrow on it.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/borrow.mp3
boss,/bɒs/,,A person who oversees and directs the work of others; a supervisor.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boss.mp3
both,/boʊθ/,,"Each of the two, or of the two kinds.","""Did you want this one or that one?"" — ""Give me both.""",basic;dale-chall;pos:pronoun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/both.mp3
bother,[ˈbɒðə(ɹ)],,"Fuss, ado.",There was a bit of bother at the hairdresser's when they couldn't find my appointment in the book.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bother.mp3
bottle,/ˈbɒ.təl/,,"A container, typically made of glass or plastic and having a tapered neck, used primarily for holding liquids.",Beer is often sold in bottles.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bottle.mp3
bottom,/ˈbɑtəm/,,The lowest part of anything.,Footers appear at the bottoms of pages.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bottom.mp3
bought,/bɔt/,,To obtain (something) in exchange for money or goods,I'm going to buy my father something nice for his birthday.,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bought.mp3
bounce,/baʊns/,,A change of direction of motion after hitting the ground or an obstacle.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bounce.mp3
bow,/boʊ/,,"A weapon made of a curved piece of wood or other flexible material whose ends are connected by a string, used for shooting arrows.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bow.mp3
bowl,/boʊɫ/,,"A roughly hemispherical container used to hold, mix or present food, such as salad, fruit or soup, or other items.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bowl.mp3
box,/bɑks/,,Senses relating to a three-dimensional object or space.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/box.mp3
boxes,/ˈbɑksɪz/,,Senses relating to a three-dimensional object or space.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boxes.mp3
boy,/bɔːə/,,A young male.,Kate is dating a boy named Jim.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/boy.mp3
brain,/bɹeɪn/,,"The control center of the central nervous system of an animal located in the skull which is responsible for perception, cognition, attention, memory, emotion, and action.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brain.mp3
brake,/bɹeɪk/,,A fern; bracken.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brake.mp3
bran,/ˈbɹæn/,,"The broken coat of the seed of wheat, rye, or other cereal grain, separated from the flour or meal by sifting or bolting; the coarse, chaffy part of ground grain.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bran.mp3
branch,/bɹæntʃ/,,The woody part of a tree arising from the trunk and usually dividing.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/branch.mp3
brass,/bɹæs/,,A metallic alloy of copper and zinc used in many industrial and plumbing applications.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brass.mp3
brave,/bɹeɪv/,,A Native American warrior.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brave.mp3
bread,/bɹɛd/,,A foodstuff made by baking dough made from cereals.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bread.mp3
break,/bɹeɪk/,,An instance of breaking something into two or more pieces.,The femur has a clean break and so should heal easily.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/break.mp3
